station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
MGM,2023-07-01 06:53,77.0,25.0,71.0,21.67,82.03,77.0,3.0,1015.9,0.0,0.0,,BKN,7500.0,423.0400324366274,416.2499999999998
DHN,2023-07-01 06:53,74.0,23.33,67.0,19.44,78.77,73.9,4.0,1016.6,0.0,0.0,,CLR,,499.6348768820888,486.2499999999996
MSL,2023-07-01 06:53,74.0,23.33,65.0,18.33,73.49,73.9,4.0,1014.7,0.0,0.0,,CLR,,640.485458139239,625.0
OZR,2023-07-01 06:55,73.8,23.22,65.3,18.5,74.77,73.8,4.0,1015.5,0.0,0.0,,CLR,,604.9884979574435,589.9999999999999
LOR,2023-07-01 06:55,71.8,22.11,67.6,19.78,86.63,71.8,0.0,1014.0,0.0,0.0,,CLR,,299.9288912632556,291.2499999999998
MXF,2023-07-01 06:55,78.4,25.78,65.7,18.72,65.06,78.4,4.0,1015.6,0.0,0.0,,BKN,6500.0,903.2796337821504,882.5000000000002
SXS,2023-07-01 06:55,76.6,24.78,66.0,18.89,69.77,76.6,0.0,1015.3,0.0,0.0,,CLR,,754.704325618027,736.2500000000001
HEY,2023-07-01 06:55,74.7,23.72,67.0,19.44,76.69,74.7,3.0,1014.7,0.0,0.0,,CLR,,556.213248297548,534.9999999999997
79J,2023-07-01 06:56,76.0,24.44,73.0,22.78,90.74,75.9,0.0,1015.4,0.0,0.0,,CLR,,208.6093723492846,207.50000000000003
1M4,2023-07-01 06:56,73.0,22.78,72.0,22.22,96.68,73.0,0.0,1015.6,0.0,0.0,,CLR,,71.81243038237135,70.00000000000028
MOB,2023-07-01 06:56,80.0,26.67,73.0,22.78,78.99,84.3,0.0,1015.6,0.0,0.0,,CLR,,509.69314174246705,486.25000000000006
GAD,2023-07-01 06:56,75.0,23.89,75.0,23.89,100.0,75.0,3.0,1015.8,0.0,0.0,,CLR,,0.0,0.0
EKY,2023-07-01 06:56,79.0,26.11,76.0,24.44,90.25,79.0,4.0,1001.2,0.0,0.0,,SCT,4500.0,223.7243884079695,208.74999999999977
EUF,2023-07-01 06:58,72.0,22.22,70.0,21.11,93.43,72.0,0.0,1015.7,0.0,0.0,,BKN,6000.0,143.25684810209626,138.74999999999994
0J4,2023-07-01 06:58,78.0,25.56,73.0,22.78,84.36,78.1,0.0,1015.9,0.0,0.0,,CLR,,366.22614669600614,347.4999999999997
SXS,2023-07-01 07:34,77.0,25.0,66.2,19.0,69.33,77.0,0.0,1014.6,0.0,0.0,,CLR,,769.0511353344917,750.0
LOR,2023-07-01 07:35,71.6,22.0,68.0,20.0,88.43,71.6,0.0,1013.3,0.0,0.0,,CLR,,257.22116692143186,250.0
HEY,2023-07-01 07:46,73.4,23.0,68.0,20.0,83.21,73.4,0.0,1014.0,0.0,0.0,,CLR,,385.7709840700045,375.0
GZH,2023-07-01 07:49,75.0,23.89,73.0,22.78,93.51,75.0,3.0,1015.7,0.0,0.0,,FEW,300.0,143.74950245548186,138.74999999999994
HSV,2023-07-01 07:53,73.0,22.78,68.0,20.0,84.34,73.0,0.0,1013.8,0.0,0.0,,CLR,,357.20705165343816,347.5000000000001
TOI,2023-07-01 07:53,76.0,24.44,68.0,20.0,76.53,75.9,0.0,1015.3,0.0,0.0,,SCT,8000.0,564.2476374224524,555.0000000000001
DHN,2023-07-01 07:53,74.0,23.33,68.0,20.0,81.82,73.9,0.0,1016.1,0.0,0.0,,SCT,6500.0,421.7078063514715,416.2499999999998
DCU,2023-07-01 07:53,71.0,21.67,66.0,18.89,83.93,71.1,5.0,1014.3,0.0,0.0,,CLR,,363.4258646760274,347.5000000000001
BHM,2023-07-01 07:53,82.0,27.78,73.0,22.78,74.24,87.39,3.0,1015.3,0.0,0.0,,FEW,4500.0,646.2631821878653,625.0
BFM,2023-07-01 07:53,79.0,26.11,75.0,23.89,87.58,79.0,3.0,1015.5,0.0,0.0,,CLR,,288.21316847813426,277.4999999999999
MGM,2023-07-01 07:53,76.0,24.44,70.0,21.11,81.96,75.9,3.0,1015.3,0.0,0.0,,,,422.5884130560848,416.2500000000002
TCL,2023-07-01 07:53,79.0,26.11,77.0,25.0,93.61,79.0,0.0,1014.9,0.0,0.0,,CLR,,144.54387608820295,138.74999999999994
MSL,2023-07-01 07:53,73.0,22.78,66.0,18.89,78.7,73.0,0.0,1014.3,0.0,0.0,,CLR,,498.89459251804266,486.25000000000006
ANB,2023-07-01 07:53,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1014.9,0.0,0.0,,CLR,,136.38139633472878,138.74999999999994
EET,2023-07-01 07:53,80.0,26.67,74.0,23.33,81.42,84.64,0.0,1015.1,0.0,0.0,,CLR,,445.6372624071079,417.50000000000045
LOR,2023-07-01 07:55,71.2,21.78,67.5,19.72,88.1,71.2,0.0,1013.3,0.0,0.0,,CLR,,264.3904758160333,257.5000000000003
SXS,2023-07-01 07:55,77.0,25.0,66.4,19.11,69.81,77.0,0.0,1014.6,0.0,0.0,,CLR,,755.0834588921734,736.2500000000001
HEY,2023-07-01 07:55,72.7,22.61,67.8,19.89,84.61,72.7,0.0,1014.4,0.0,0.0,,FEW,10000.0,350.0518227840255,339.9999999999999
OZR,2023-07-01 07:55,72.5,22.5,65.0,18.33,77.58,72.5,0.0,1015.1,0.0,0.0,,CLR,,526.6158932860228,521.2500000000002
MXF,2023-07-01 07:55,76.0,24.44,65.5,18.61,69.72,76.1,0.0,1015.0,0.0,0.0,,CLR,,753.7894843558116,728.7500000000002
79J,2023-07-01 07:56,76.0,24.44,72.0,22.22,87.73,75.9,0.0,1015.4,0.0,0.0,,CLR,,280.03806257360645,277.5000000000003
1M4,2023-07-01 07:56,75.0,23.89,72.0,22.22,90.4,75.0,5.0,1015.0,0.0,0.0,,CLR,,215.44660518575893,208.75000000000023
MOB,2023-07-01 07:56,80.0,26.67,73.0,22.78,78.99,84.3,3.0,1015.1,0.0,0.0,,CLR,,509.6971246821738,486.25000000000006
GAD,2023-07-01 07:56,74.0,23.33,74.0,23.33,100.0,73.9,3.0,1015.4,0.0,0.0,,CLR,,0.0,0.0
EKY,2023-07-01 07:56,78.0,25.56,76.0,24.44,92.97,78.1,3.0,1001.0,0.0,0.0,,BKN,4300.0,158.63412643721102,139.9999999999997
EUF,2023-07-01 07:58,72.0,22.22,70.0,21.11,93.43,72.0,0.0,1015.6,0.0,0.0,,FEW,6000.0,143.25705074878914,138.74999999999994
0J4,2023-07-01 07:58,76.0,24.44,71.0,21.67,85.09,75.9,0.0,1015.8,0.0,0.0,,CLR,,344.30270130649626,346.24999999999994
PRN,2023-07-01 07:58,74.0,23.33,69.0,20.56,84.97,73.9,0.0,1010.6,0.0,0.0,,CLR,,343.6532242183832,346.24999999999994
HSV,2023-07-01 08:53,72.0,22.22,68.0,20.0,87.24,72.0,0.0,1013.6,0.0,0.0,,CLR,,285.766532728169,277.4999999999999
TOI,2023-07-01 08:53,74.0,23.33,68.0,20.0,81.82,73.9,0.0,1015.5,0.0,0.0,,CLR,,421.7111541515149,416.2499999999998
DHN,2023-07-01 08:53,75.0,23.89,68.0,20.0,78.86,75.0,0.0,1016.0,0.0,0.0,,FEW,6000.0,499.91886882049937,486.25000000000006
GZH,2023-07-01 08:53,74.0,23.33,72.0,22.22,93.79,73.9,0.0,1015.8,0.0,0.0,,CLR,,136.6498056519643,138.74999999999994
BHM,2023-07-01 08:53,80.0,26.67,73.0,22.78,78.99,84.3,3.0,1015.1,0.0,0.0,,FEW,25000.0,509.6971246821738,486.25000000000006
BFM,2023-07-01 08:53,78.0,25.56,75.0,23.89,90.21,78.1,0.0,1015.8,0.0,0.0,,CLR,,223.43673968076982,208.74999999999977
MSL,2023-07-01 08:53,71.0,21.67,66.0,18.89,83.93,71.1,0.0,1013.4,0.0,0.0,,CLR,,363.4298906098476,347.5000000000001
DCU,2023-07-01 08:53,70.0,21.11,67.0,19.44,89.9,70.0,0.0,1013.6,0.0,0.0,,CLR,,221.2260857228095,208.74999999999977
ANB,2023-07-01 08:53,72.0,22.22,71.0,21.67,96.99,72.0,3.0,1014.3,0.0,0.0,,CLR,,64.67670973758369,68.74999999999964
MGM,2023-07-01 08:53,75.0,23.89,71.0,21.67,87.68,75.0,0.0,1015.2,0.0,0.0,,CLR,,279.77162388326053,277.4999999999999
EET,2023-07-01 08:53,78.0,25.56,74.0,23.33,86.95,78.1,0.0,1014.8,0.0,0.0,,CLR,,302.07808273463235,278.75000000000006
TCL,2023-07-01 08:53,78.0,25.56,76.0,24.44,92.97,78.1,0.0,1014.9,0.0,0.0,,CLR,,158.5955152925973,139.9999999999997
OZR,2023-07-01 08:55,72.0,22.22,66.0,18.89,81.13,72.1,0.0,1015.5,0.0,0.0,,CLR,,434.585427639566,416.2499999999998
LOR,2023-07-01 08:55,71.4,21.89,68.4,20.22,90.26,71.4,0.0,1013.7,0.0,0.0,,CLR,,214.591649654896,208.75000000000023
MXF,2023-07-01 08:55,73.8,23.22,67.8,19.89,81.53,73.8,0.0,1015.0,0.0,0.0,,CLR,,428.57922758938724,416.2499999999998
HEY,2023-07-01 08:55,71.2,21.78,69.0,20.56,93.09,71.2,0.0,1014.4,0.0,0.0,,CLR,,150.25529764739449,152.5000000000003
SXS,2023-07-01 08:55,73.0,22.78,67.0,19.44,81.47,72.9,0.0,1015.0,0.0,0.0,,CLR,,428.318517591975,417.5
79J,2023-07-01 08:56,75.0,23.89,72.0,22.22,90.4,75.0,0.0,1015.4,0.0,0.0,,CLR,,215.44529821081198,208.75000000000023
1M4,2023-07-01 08:56,77.0,25.0,72.0,22.22,84.58,77.0,6.0,1014.4,0.0,0.0,,CLR,,358.8094714681335,347.5000000000001
MOB,2023-07-01 08:56,78.0,25.56,74.0,23.33,86.95,78.1,0.0,1015.4,0.0,0.0,,CLR,,302.0751591934903,278.75000000000006
GAD,2023-07-01 08:56,71.0,21.67,71.0,21.67,100.0,71.1,0.0,1014.7,0.0,0.0,,CLR,,-6.807034669025934e-12,0.0
EKY,2023-07-01 08:56,76.0,24.44,76.0,24.44,100.0,75.9,4.0,1000.6,0.0,0.0,,CLR,,0.0,0.0
EUF,2023-07-01 08:58,72.0,22.22,70.0,21.11,93.43,72.0,0.0,1015.5,0.0,0.0,,FEW,6000.0,143.25725343577602,138.74999999999994
PRN,2023-07-01 08:58,72.0,22.22,69.0,20.56,90.59,72.0,0.0,1010.5,0.0,0.0,,CLR,,207.68665738937125,207.50000000000003
0J4,2023-07-01 08:58,76.0,24.44,71.0,21.67,85.09,75.9,0.0,1015.8,0.0,0.0,,CLR,,344.30270130649626,346.24999999999994
HSV,2023-07-01 09:53,73.0,22.78,68.0,20.0,84.34,73.0,4.0,1014.1,0.0,0.0,,CLR,,357.205632683908,347.5000000000001
GZH,2023-07-01 09:53,74.0,23.33,72.0,22.22,93.79,73.9,0.0,1016.0,0.0,0.0,,CLR,,136.6493904000744,138.74999999999994
BHM,2023-07-01 09:53,82.0,27.78,73.0,22.78,74.24,87.39,4.0,1014.5,0.0,0.0,,FEW,25000.0,646.2712928650109,625.0
MGM,2023-07-01 09:53,74.0,23.33,70.0,21.11,87.63,73.9,0.0,1015.2,0.0,0.0,,CLR,,279.4761465153101,277.4999999999999
TCL,2023-07-01 09:53,77.0,25.0,77.0,25.0,100.0,77.0,3.0,1014.6,0.0,0.0,,CLR,,-6.905278179926205e-12,0.0
EET,2023-07-01 09:53,77.0,25.0,74.0,23.33,90.17,77.0,0.0,1014.5,0.0,0.0,,CLR,,223.18868437337252,208.75000000000023
DHN,2023-07-01 09:53,75.0,23.89,69.0,20.56,81.9,75.0,0.0,1016.3,0.0,0.0,,OVC,6000.0,421.9126247159068,416.2500000000002
DCU,2023-07-01 09:53,70.0,21.11,67.0,19.44,89.9,70.0,0.0,1014.3,0.0,0.0,,CLR,,221.22411219207763,208.74999999999977
ANB,2023-07-01 09:53,73.0,22.78,71.0,21.67,93.77,73.0,3.0,1014.6,0.0,0.0,,CLR,,136.38199864678845,138.74999999999994
TOI,2023-07-01 09:53,74.0,23.33,69.0,20.56,84.97,73.9,0.0,1015.6,0.0,0.0,,CLR,,343.6294760396449,346.24999999999994
BFM,2023-07-01 09:53,78.0,25.56,76.0,24.44,92.97,78.1,3.0,1016.3,0.0,0.0,,CLR,,158.591685640528,139.9999999999997
MSL,2023-07-01 09:53,71.0,21.67,67.0,19.44,86.59,71.1,0.0,1014.0,0.0,0.0,,CLR,,299.6313476963534,278.75000000000006
OZR,2023-07-01 09:55,72.5,22.5,66.0,18.89,80.04,72.5,0.0,1015.5,0.0,0.0,,FEW,6000.0,463.28710298514636,451.24999999999994
LOR,2023-07-01 09:55,70.0,21.11,68.4,20.22,94.67,70.0,0.0,1013.7,0.0,0.0,,CLR,,114.40123344615263,111.25000000000007
MXF,2023-07-01 09:55,73.8,23.22,67.5,19.72,80.69,73.8,0.0,1014.6,0.0,0.0,,CLR,,449.8484534943153,437.5
SXS,2023-07-01 09:55,73.2,22.89,67.0,19.44,80.65,73.2,0.0,1015.3,0.0,0.0,,CLR,,449.4679643091601,431.2499999999999
HEY,2023-07-01 09:55,70.7,21.5,69.0,20.56,94.68,70.7,0.0,1014.7,0.0,0.0,,CLR,,114.60689006506597,117.50000000000016
MOB,2023-07-01 09:56,77.0,25.0,73.0,22.78,87.48,77.0,3.0,1016.1,0.0,0.0,,CLR,,287.5870749195595,277.4999999999999
GAD,2023-07-01 09:56,70.0,21.11,70.0,21.11,100.0,70.0,5.0,1015.2,0.0,0.0,,CLR,,0.0,0.0
EKY,2023-07-01 09:56,77.0,25.0,75.0,23.89,93.56,77.0,0.0,1000.4,0.0,0.0,,CLR,,144.1837666142347,138.74999999999994
1M4,2023-07-01 09:56,76.0,24.44,74.0,23.33,93.53,75.9,3.0,1014.4,0.0,0.0,,CLR,,144.05841965657555,138.75000000000037
79J,2023-07-01 09:56,74.0,23.33,71.0,21.67,90.97,73.9,0.0,1015.5,0.0,0.0,,CLR,,201.07982752604696,207.49999999999957
EUF,2023-07-01 09:58,71.0,21.67,70.0,21.11,96.32,71.1,0.0,1015.1,0.0,0.0,,CLR,,78.87054718248913,70.00000000000028
0J4,2023-07-01 09:58,75.0,23.89,70.0,21.11,84.46,75.0,0.0,1016.0,0.0,0.0,,CLR,,358.0016378486055,347.5000000000001
PRN,2023-07-01 09:58,73.0,22.78,69.0,20.56,87.59,73.0,0.0,1010.4,0.0,0.0,,CLR,,278.986942711645,277.5000000000003
EET,2023-07-01 10:53,76.0,24.44,73.0,22.78,90.74,75.9,4.0,1014.9,0.0,0.0,,CLR,,208.6110143488166,207.50000000000003
TOI,2023-07-01 10:53,74.0,23.33,68.0,20.0,81.82,73.9,5.0,1015.6,0.0,0.0,,CLR,,421.7105959076365,416.2499999999998
DCU,2023-07-01 10:53,69.0,20.56,66.0,18.89,89.86,69.1,0.0,1014.9,0.0,0.0,,CLR,,220.98236699966864,208.74999999999977
BHM,2023-07-01 10:53,79.0,26.11,73.0,22.78,81.89,79.0,0.0,1015.3,0.0,0.0,,FEW,25000.0,431.12315946624136,416.2499999999998
BFM,2023-07-01 10:53,78.0,25.56,75.0,23.89,90.21,78.1,0.0,1016.5,0.0,0.0,,CLR,,223.43412615744725,208.74999999999977
ANB,2023-07-01 10:53,71.0,21.67,70.0,21.11,96.32,71.1,3.0,1014.9,0.0,0.0,,CLR,,78.87076992806205,70.00000000000028
GZH,2023-07-01 10:53,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1015.8,0.0,0.0,,FEW,400.0,136.3795915547114,138.74999999999994
TCL,2023-07-01 10:53,77.0,25.0,76.0,24.44,96.41,77.0,0.0,1015.0,0.0,0.0,,CLR,,79.42509719035773,69.99999999999984
HSV,2023-07-01 10:53,71.0,21.67,69.0,20.56,93.4,71.1,0.0,1014.7,0.0,0.0,,FEW,20000.0,143.17637026216204,138.75000000000037
DHN,2023-07-01 10:53,74.0,23.33,69.0,20.56,84.97,73.9,0.0,1016.5,0.0,0.0,,CLR,,343.625226413224,346.24999999999994
MGM,2023-07-01 10:53,74.0,23.33,71.0,21.67,90.97,73.9,0.0,1015.5,0.0,0.0,,CLR,,201.07982752604696,207.49999999999957
MSL,2023-07-01 10:53,71.0,21.67,67.0,19.44,86.59,71.1,0.0,1014.4,0.0,0.0,,CLR,,299.62982613864995,278.75000000000006
OZR,2023-07-01 10:55,71.0,21.67,66.0,18.89,84.5,70.9,4.0,1015.5,0.0,0.0,,CLR,,349.6149443027133,347.5000000000001
LOR,2023-07-01 10:55,69.6,20.89,68.4,20.22,95.97,69.6,0.0,1014.0,0.0,0.0,,CLR,,85.85315126560725,83.75000000000021
SXS,2023-07-01 10:55,73.0,22.78,67.3,19.61,82.6,72.9,0.0,1015.3,0.0,0.0,,CLR,,400.0801218560546,396.2500000000002
HEY,2023-07-01 10:55,70.2,21.22,69.8,21.0,98.64,70.2,0.0,1014.8,0.0,0.0,,CLR,,28.75048128366054,27.499999999999858
MXF,2023-07-01 10:55,73.0,22.78,67.0,19.44,81.76,73.0,0.0,1015.0,0.0,0.0,,CLR,,421.04207806309455,417.5
1M4,2023-07-01 10:56,76.0,24.44,75.0,23.89,97.04,75.9,4.0,1015.1,0.0,0.0,,CLR,,64.96695912504923,68.75000000000009
MOB,2023-07-01 10:56,77.0,25.0,73.0,22.78,87.48,77.0,3.0,1016.3,0.0,0.0,,FEW,25000.0,287.5861743140074,277.4999999999999
EKY,2023-07-01 10:56,76.0,24.44,75.0,23.89,97.04,75.9,4.0,1000.7,0.0,0.0,,CLR,,64.98295661532411,68.75000000000009
79J,2023-07-01 10:56,73.0,22.78,70.0,21.11,90.32,73.0,0.0,1015.5,0.0,0.0,,CLR,,215.0236330644159,208.75000000000023
GAD,2023-07-01 10:56,71.0,21.67,71.0,21.67,100.0,71.1,0.0,1015.9,0.0,0.0,,CLR,,3.4034615031644244e-12,0.0
0J4,2023-07-01 10:58,73.0,22.78,69.0,20.56,87.59,73.0,0.0,1016.2,0.0,0.0,,CLR,,278.96465096293446,277.5000000000003
PRN,2023-07-01 10:58,73.0,22.78,69.0,20.56,87.59,73.0,0.0,1010.6,0.0,0.0,,CLR,,278.9861697308059,277.5000000000003
EUF,2023-07-01 10:58,71.0,21.67,69.0,20.56,93.4,71.1,0.0,1015.5,0.0,0.0,,CLR,,143.17480288689146,138.75000000000037
HSV,2023-07-01 11:53,76.0,24.44,70.0,21.11,81.96,75.9,5.0,1015.7,0.0,0.0,,FEW,18000.0,422.58601485895224,416.2500000000002
DCU,2023-07-01 11:53,75.0,23.89,68.0,20.0,78.86,75.0,3.0,1015.8,0.0,0.0,,CLR,,499.9201871458633,486.25000000000006
BHM,2023-07-01 11:53,82.0,27.78,73.0,22.78,74.24,87.39,0.0,1016.2,0.0,0.0,,FEW,25000.0,646.2540731049545,625.0
ANB,2023-07-01 11:53,75.0,23.89,72.0,22.22,90.4,75.0,0.0,1015.8,0.0,0.0,,CLR,,215.44399227591788,208.75000000000023
MGM,2023-07-01 11:53,77.0,25.0,72.0,22.22,84.58,77.0,0.0,1015.6,0.0,0.0,,CLR,,358.8029410225737,347.5000000000001
EET,2023-07-01 11:53,77.0,25.0,74.0,23.33,90.17,77.0,3.0,1015.5,0.0,0.0,,CLR,,223.18507201639935,208.75000000000023
DHN,2023-07-01 11:53,77.0,25.0,69.0,20.56,76.62,77.0,3.0,1016.6,0.0,0.0,,CLR,,564.7742358429352,555.0000000000001
BFM,2023-07-01 11:53,81.0,27.22,78.0,25.56,90.92,89.39,0.0,1016.9,0.0,0.0,,CLR,,209.94382696186227,207.50000000000003
TCL,2023-07-01 11:53,79.0,26.11,76.0,24.44,90.25,79.0,4.0,1015.3,0.0,0.0,,CLR,,223.66902807218315,208.74999999999977
MSL,2023-07-01 11:53,77.0,25.0,69.0,20.56,76.62,77.0,0.0,1015.0,0.0,0.0,,CLR,,564.7866141121456,555.0000000000001
TOI,2023-07-01 11:53,76.0,24.44,69.0,20.56,79.47,75.9,3.0,1016.1,0.0,0.0,,CLR,,486.5806696692796,485.00000000000034
GZH,2023-07-01 11:53,76.0,24.44,74.0,23.33,93.53,75.9,0.0,1016.1,0.0,0.0,,CLR,,144.05444481502624,138.75000000000037
OZR,2023-07-01 11:55,73.6,23.11,68.0,20.0,82.65,73.6,0.0,1015.8,0.0,0.0,,CLR,,400.0758803451644,388.74999999999994
LOR,2023-07-01 11:55,72.3,22.39,70.2,21.22,93.12,72.3,0.0,1014.4,0.0,0.0,,CLR,,150.45884823410242,146.25000000000023
MXF,2023-07-01 11:55,75.6,24.22,68.2,20.11,77.83,75.6,0.0,1015.3,0.0,0.0,,CLR,,528.5283642417581,513.7499999999999
SXS,2023-07-01 11:55,76.3,24.61,68.2,20.11,76.04,76.3,0.0,1015.7,0.0,0.0,,CLR,,578.3366645467612,562.5
HEY,2023-07-01 11:55,73.0,22.78,71.0,21.67,93.14,73.0,0.0,1015.1,0.0,0.0,,CLR,,150.56846201650475,138.74999999999994
MOB,2023-07-01 11:56,81.0,27.22,75.0,23.89,82.03,86.83,0.0,1016.7,0.0,0.0,,CLR,,432.0376015512769,416.2499999999998
GAD,2023-07-01 11:56,73.0,22.78,73.0,22.78,100.0,73.0,0.0,1016.9,0.0,0.0,,CLR,,0.0,0.0
EKY,2023-07-01 11:56,78.0,25.56,75.0,23.89,90.21,78.1,4.0,1001.5,0.0,0.0,,CLR,,223.4909392237469,208.74999999999977
79J,2023-07-01 11:56,78.0,25.56,70.0,21.11,76.19,78.1,4.0,1015.8,0.0,0.0,,CLR,,579.4130739103975,556.2499999999999
1M4,2023-07-01 11:56,78.0,25.56,76.0,24.44,92.97,78.1,4.0,1015.7,0.0,0.0,,CLR,,158.5933256119211,139.9999999999997
PRN,2023-07-01 11:58,75.0,23.89,70.0,21.11,84.46,75.0,0.0,1010.8,0.0,0.0,,CLR,,358.02808422113424,347.5000000000001
0J4,2023-07-01 11:58,78.0,25.56,72.0,22.22,81.55,78.1,0.0,1016.4,0.0,0.0,,CLR,,437.6162856166379,417.5
EUF,2023-07-01 11:58,75.0,23.89,71.0,21.67,87.68,75.0,0.0,1016.0,0.0,0.0,,CLR,,279.7683357436887,277.4999999999999
HEY,2023-07-01 12:52,78.8,26.0,69.8,21.0,73.95,78.8,0.0,1015.8,0.0,0.0,,CLR,,643.6743015786432,625.0
HSV,2023-07-01 12:53,80.0,26.67,70.0,21.11,71.35,83.28,5.0,1016.5,0.0,0.0,,FEW,25000.0,721.8659050087724,695.0000000000002
DCU,2023-07-01 12:53,79.0,26.11,70.0,21.11,73.97,79.0,4.0,1016.4,0.0,0.0,,CLR,,643.7703826808391,625.0
BHM,2023-07-01 12:53,85.0,29.44,73.0,22.78,67.61,91.6,4.0,1017.1,0.0,0.0,,FEW,25000.0,854.0373290716205,832.5
BFM,2023-07-01 12:53,86.0,30.0,77.0,25.0,74.61,97.15,0.0,1017.3,0.0,0.0,,CLR,,649.2312485159639,625.0
ANB,2023-07-01 12:53,79.0,26.11,72.0,22.22,79.17,79.0,3.0,1016.9,0.0,0.0,,CLR,,502.22275382871146,486.25000000000006
MGM,2023-07-01 12:53,82.0,27.78,70.0,21.11,67.06,85.81,0.0,1016.6,0.0,0.0,,CLR,,857.8367349712051,833.7500000000002
TCL,2023-07-01 12:53,82.0,27.78,77.0,25.0,84.87,90.06,0.0,1016.1,0.0,0.0,,CLR,,361.05004979095895,347.5000000000001
MSL,2023-07-01 12:53,82.0,27.78,70.0,21.11,67.06,85.81,0.0,1015.6,0.0,0.0,,CLR,,857.848843883446,833.7500000000002
DHN,2023-07-01 12:53,81.0,27.22,69.0,20.56,67.18,84.16,3.0,1017.3,0.0,0.0,,CLR,,849.7424112027352,832.5
GZH,2023-07-01 12:53,82.0,27.78,76.0,24.44,81.82,89.26,0.0,1016.7,0.0,0.0,,CLR,,439.8485433720599,417.5
EET,2023-07-01 12:53,80.0,26.67,74.0,23.33,81.42,84.64,3.0,1016.5,0.0,0.0,,CLR,,445.62721617376366,417.50000000000045
TOI,2023-07-01 12:53,80.0,26.67,69.0,20.56,69.18,83.01,0.0,1016.8,0.0,0.0,,CLR,,785.430440020414,763.7500000000003
OZR,2023-07-01 12:55,78.0,25.56,67.8,19.89,70.66,78.1,0.0,1016.2,0.0,0.0,,CLR,,734.3172845215427,708.7499999999998
MXF,2023-07-01 12:55,80.6,27.0,68.2,20.11,65.99,83.36,0.0,1016.3,0.0,0.0,,CLR,,884.5322741994414,861.2500000000001
HEY,2023-07-01 12:55,79.2,26.22,69.6,20.89,72.48,79.2,0.0,1015.8,0.0,0.0,,CLR,,686.4984792004797,666.2499999999998
LOR,2023-07-01 12:55,78.6,25.89,71.0,21.67,77.81,78.6,0.0,1014.7,0.0,0.0,,CLR,,537.4133313121482,527.4999999999999
SXS,2023-07-01 12:55,81.0,27.22,69.0,20.56,66.72,84.09,3.0,1016.0,0.0,0.0,,CLR,,863.8317251197668,832.5
79J,2023-07-01 12:56,81.0,27.22,73.0,22.78,76.7,85.81,3.0,1016.2,0.0,0.0,,CLR,,574.4698208425951,554.9999999999998
MOB,2023-07-01 12:56,85.0,29.44,75.0,23.89,72.3,93.35,0.0,1017.1,0.0,0.0,,CLR,,712.7430492175134,693.7500000000001
EKY,2023-07-01 12:56,82.0,27.78,75.0,23.89,79.4,88.64,3.0,1002.3,0.0,0.0,,CLR,,504.1609102069454,486.25000000000006
1M4,2023-07-01 12:56,82.0,27.78,78.0,25.56,88.01,91.23,6.0,1016.3,0.0,0.0,,CLR,,282.2110093445186,277.5000000000003
GAD,2023-07-01 12:56,77.0,25.0,76.0,24.44,96.41,77.0,0.0,1017.6,0.0,0.0,,CLR,,79.4215289797261,69.99999999999984
EUF,2023-07-01 12:58,80.0,26.67,73.0,22.78,78.99,84.3,4.0,1016.5,0.0,0.0,,CLR,,509.68598243113695,486.25000000000006
0J4,2023-07-01 12:58,84.0,28.89,73.0,22.78,69.59,90.34,4.0,1016.8,0.0,0.0,,CLR,,789.4099728193543,763.7499999999999
PRN,2023-07-01 12:58,80.0,26.67,73.0,22.78,78.99,84.3,0.0,1011.3,0.0,0.0,,CLR,,509.7275251215903,486.25000000000006
OZR,2023-07-01 13:28,80.6,27.0,68.0,20.0,65.54,83.29,0.0,1016.8,0.0,0.0,,CLR,,898.4671004514083,875.0
EET,2023-07-01 13:53,84.0,28.89,75.0,23.89,74.43,91.96,0.0,1017.1,0.0,0.0,,CLR,,647.5957694956709,625.0
DHN,2023-07-01 13:53,86.0,30.0,70.0,21.11,58.95,90.73,4.0,1017.5,0.0,0.0,,CLR,,1142.7147227274017,1111.25
DCU,2023-07-01 13:53,83.0,28.33,72.0,22.22,69.71,88.11,4.0,1016.8,0.0,0.0,,CLR,,781.7132826803174,763.7499999999999
GZH,2023-07-01 13:53,86.0,30.0,75.0,23.89,69.8,94.98,4.0,1016.9,0.0,0.0,,CLR,,791.2551223108146,763.7499999999999
BHM,2023-07-01 13:53,88.0,31.11,73.0,22.78,61.24,95.73,5.0,1017.5,0.0,0.0,,FEW,25000.0,1075.3628901870438,1041.2499999999998
MGM,2023-07-01 13:53,86.0,30.0,73.0,22.78,65.27,93.09,3.0,1017.0,0.0,0.0,,CLR,,932.2879251230852,902.4999999999999
TCL,2023-07-01 13:53,86.0,30.0,77.0,25.0,74.61,97.15,4.0,1016.4,0.0,0.0,,CLR,,649.241700816081,625.0
HSV,2023-07-01 13:53,84.0,28.89,74.0,23.33,71.73,91.04,4.0,1016.7,0.0,0.0,,FEW,25000.0,725.7739863602775,695.0000000000002
TOI,2023-07-01 13:53,86.0,30.0,69.0,20.56,57.16,90.11,4.0,1016.9,0.0,0.0,,CLR,,1205.6067149911428,1180.0000000000002
